id,Credit_rating,Age,Income,Credit_cards,Education,Car_loans
998,Bad,27.03298353,Medium,5 or more,High school,More than 2
999,Bad,38.35664991,Low,5 or more,College,More than 2
1000,Bad,49.62383993,Low,5 or more,College,More than 2
1001,Bad,30.34116942,Medium,5 or more,College,More than 2
1002,Bad,27.92602585,Medium,5 or more,College,More than 2
1003,Bad,21.65694167,Low,5 or more,College,More than 2
1004,Bad,24.33707628,Low,5 or more,High school,More than 2
1005,Bad,23.7327922,Low,5 or more,College,More than 2
1006,Bad,20.44849232,Medium,5 or more,College,More than 2
1007,Bad,29.27400613,Low,5 or more,College,More than 2
1008,Bad,23.38447704,Medium,5 or more,College,More than 2
1009,Bad,27.32110453,Low,5 or more,High school,More than 2
1010,Bad,20.75131971,Medium,5 or more,College,More than 2
1011,Bad,20.81764149,Low,Less than 5,College,More than 2
1012,Bad,29.61636201,Low,5 or more,College,More than 2
1013,Bad,21.86082659,Low,5 or more,High school,More than 2
1014,Bad,45.50957283,Medium,5 or more,College,More than 2
1015,Bad,26.94202725,Medium,5 or more,High school,None or 1
1016,Bad,22.26228675,Medium,5 or more,High school,More than 2
1017,Bad,20.76096901,Medium,Less than 5,College,None or 1
1018,Bad,39.16296308,Medium,5 or more,High school,More than 2
1019,Bad,33.41951197,Low,5 or more,College,More than 2
1020,Bad,23.02235762,Medium,5 or more,College,More than 2
1021,Good,56.90960584,High,Less than 5,High school,None or 1
1022,Good,50.53240163,Medium,5 or more,High school,More than 2
1023,Good,27.01939964,High,Less than 5,High school,None or 1
1024,Good,28.10498768,Low,Less than 5,High school,None or 1
1025,Good,29.52696214,High,Less than 5,High school,More than 2
1026,Good,28.01892898,High,5 or more,High school,More than 2
1027,Good,42.44428191,High,5 or more,High school,None or 1
1028,Good,35.03151949,Medium,5 or more,High school,None or 1
1029,Good,23.94427487,Medium,Less than 5,High school,None or 1
1030,Good,35.73524188,High,Less than 5,High school,None or 1
1031,Good,29.93339432,Medium,Less than 5,College,None or 1
1032,Good,41.23043829,Medium,Less than 5,College,None or 1
1033,Good,41.9304858,Medium,5 or more,College,More than 2
1034,Good,43.53806341,Medium,5 or more,College,More than 2
1035,Good,42.2945218,High,5 or more,College,More than 2
1036,Good,39.10722413,High,5 or more,College,None or 1
1037,Good,54.13536365,High,5 or more,College,More than 2
1038,Good,37.36017544,Medium,Less than 5,High school,None or 1
1039,Good,40.17559513,Low,5 or more,High school,More than 2
1040,Good,32.71164483,Medium,Less than 5,High school,None or 1
1041,Good,30.89247528,Medium,5 or more,High school,More than 2
1042,Good,34.03823584,Medium,5 or more,High school,More than 2
1043,Good,38.3311812,High,5 or more,College,None or 1
1044,Good,48.14640604,High,5 or more,College,More than 2
1045,Good,44.44193713,Medium,5 or more,College,More than 2
1046,Good,38.79547073,Medium,Less than 5,College,None or 1
1047,Good,38.60483194,Medium,5 or more,High school,More than 2
1048,Good,34.17656749,Medium,Less than 5,High school,None or 1
1049,Good,35.89749027,Medium,Less than 5,College,None or 1
1050,Good,32.46749769,Medium,Less than 5,High school,None or 1
1051,Good,29.45143217,Medium,5 or more,College,More than 2
1052,Good,38.44306256,Medium,Less than 5,College,None or 1
1053,Good,33.56491788,High,5 or more,High school,More than 2
1054,Good,27.26846899,Medium,5 or more,High school,More than 2
1055,Good,22.05350578,High,Less than 5,High school,None or 1
1056,Good,43.09179781,Medium,Less than 5,College,None or 1
1057,Good,39.9979753,Low,5 or more,College,More than 2
1058,Good,21.30824514,Medium,5 or more,College,None or 1
1059,Good,37.81518606,Medium,5 or more,College,More than 2
1060,Good,43.15730954,High,Less than 5,College,None or 1
1061,Good,35.61590089,Medium,5 or more,High school,More than 2
1062,Good,39.8556428,High,5 or more,High school,More than 2
1063,Good,38.35852463,Medium,5 or more,High school,More than 2
1064,Good,30.25380435,High,Less than 5,College,More than 2
1065,Good,34.27830861,Medium,Less than 5,College,None or 1
1066,Good,32.11136762,Medium,Less than 5,College,None or 1
1067,Good,47.19124232,Medium,Less than 5,High school,None or 1
1068,Good,36.08157957,High,Less than 5,High school,None or 1
1069,Good,26.82837202,High,Less than 5,High school,None or 1
1070,Good,29.61920249,High,5 or more,High school,More than 2
1071,Good,28.0566354,High,Less than 5,College,More than 2
1072,Good,29.1545255,High,5 or more,High school,More than 2
1073,Good,42.21045431,Medium,Less than 5,High school,None or 1
1074,Good,51.95645716,Medium,Less than 5,College,More than 2
1075,Good,34.40259837,Medium,Less than 5,High school,None or 1
1076,Good,43.41298112,High,Less than 5,College,None or 1
1077,Good,30.43516139,Medium,Less than 5,College,None or 1
1078,Good,37.86075271,Medium,5 or more,High school,More than 2
1079,Good,27.77074349,Medium,Less than 5,High school,None or 1
1080,Good,47.18132892,Medium,Less than 5,High school,None or 1
1081,Good,40.2980094,High,5 or more,College,More than 2
1082,Good,58.41524573,Medium,5 or more,High school,None or 1
1083,Good,24.81956663,High,5 or more,College,More than 2
1084,Good,37.30151173,Medium,5 or more,High school,More than 2
1085,Good,39.68038387,High,5 or more,High school,None or 1
1086,Good,40.07420603,Medium,Less than 5,College,None or 1
1087,Good,43.00267822,High,Less than 5,College,None or 1
1088,Good,44.74728965,Medium,Less than 5,College,None or 1
1089,Good,21.39502029,High,5 or more,High school,More than 2
1090,Good,41.43393133,High,Less than 5,College,None or 1
1091,Good,48.18829924,Low,5 or more,High school,None or 1
1092,Good,46.51888369,Medium,5 or more,High school,More than 2
1093,Good,33.29583819,Medium,5 or more,High school,More than 2
1094,Good,27.87347426,Medium,Less than 5,College,None or 1
1095,Good,49.51467929,Medium,5 or more,College,More than 2
1096,Good,35.86774475,High,Less than 5,College,None or 1
1097,Good,41.96098616,High,5 or more,College,More than 2
1098,Good,34.74802873,Medium,Less than 5,College,None or 1
1099,Good,33.72490354,High,Less than 5,College,None or 1
1100,Good,39.69209841,High,Less than 5,High school,None or 1
1101,Good,42.34632879,High,5 or more,College,More than 2
1102,Good,32.70030958,High,5 or more,High school,More than 2
1103,Good,26.27286421,High,5 or more,High school,None or 1
1104,Good,25.13460253,High,5 or more,High school,More than 2
1105,Good,29.53772611,Medium,5 or more,High school,More than 2
1106,Good,27.92280865,High,Less than 5,High school,None or 1
1107,Good,36.29251664,High,5 or more,College,More than 2
1108,Good,44.19826546,Medium,Less than 5,College,None or 1
1109,Good,34.52936388,High,5 or more,College,More than 2
1110,Good,41.15098167,High,5 or more,High school,More than 2
1111,Good,36.74820852,Medium,5 or more,High school,More than 2
1112,Good,37.52460913,High,Less than 5,High school,None or 1
1113,Good,46.60264667,Medium,Less than 5,High school,None or 1
1114,Good,31.45699762,Low,5 or more,High school,More than 2
1115,Good,36.14661853,Low,Less than 5,College,More than 2
1116,Good,55.33281632,Medium,Less than 5,High school,None or 1
1117,Good,27.11677051,Medium,Less than 5,High school,None or 1
1118,Good,37.36020571,High,Less than 5,High school,None or 1
1119,Good,27.99377175,High,5 or more,College,More than 2
1120,Good,42.18355475,High,5 or more,College,More than 2
1121,Good,39.57502895,High,Less than 5,High school,None or 1
1122,Good,39.84806311,High,5 or more,College,More than 2
1123,Good,40.67026153,High,5 or more,College,More than 2
1124,Good,35.22562872,High,5 or more,College,More than 2
1125,Good,37.55156981,Medium,Less than 5,College,None or 1
1126,Good,27.58292368,Low,5 or more,High school,More than 2
1127,Good,48.4309228,Medium,Less than 5,College,More than 2
1128,Good,44.29296832,Low,Less than 5,College,None or 1
1129,Good,27.85062168,Medium,5 or more,College,More than 2
1130,Good,22.91588163,Medium,5 or more,High school,More than 2
1131,Good,27.67106725,Medium,Less than 5,College,None or 1
1132,Good,32.29782898,Medium,5 or more,College,More than 2
1133,Good,32.88711802,Medium,5 or more,College,More than 2
1134,Good,21.61502431,High,Less than 5,College,None or 1
1135,Good,33.73389692,High,Less than 5,High school,None or 1
1136,Good,35.74343891,High,Less than 5,College,None or 1
1137,Good,35.63596453,Medium,Less than 5,College,More than 2
1138,Good,28.24942159,High,Less than 5,College,None or 1
1139,Good,43.12405294,Medium,5 or more,College,More than 2
1140,Good,47.27662998,High,Less than 5,High school,None or 1
1141,Good,35.93029939,High,Less than 5,College,None or 1
1142,Good,31.48999119,Medium,5 or more,College,None or 1
1143,Good,47.71284565,High,5 or more,High school,More than 2
1144,Good,59.46152645,High,5 or more,College,More than 2
1145,Good,32.35116453,Low,Less than 5,High school,None or 1
1146,Good,48.3606606,High,5 or more,College,None or 1
1147,Good,45.91304762,Medium,Less than 5,College,None or 1
1148,Good,40.73039461,Medium,5 or more,High school,More than 2
1149,Good,35.89368319,Medium,5 or more,High school,More than 2
1150,Good,34.32225758,Medium,Less than 5,High school,More than 2
1151,Good,33.66470814,Medium,Less than 5,College,None or 1
1152,Good,49.26610892,High,5 or more,College,More than 2
1153,Good,37.69378239,High,Less than 5,College,None or 1
1154,Good,34.76461417,Medium,5 or more,College,More than 2
1155,Good,45.79154766,Medium,Less than 5,High school,None or 1
1156,Good,21.08828876,High,Less than 5,College,None or 1
1157,Good,30.61882634,High,5 or more,High school,More than 2
1158,Good,41.91702965,High,5 or more,High school,More than 2
1159,Good,39.51818759,Medium,Less than 5,High school,None or 1
1160,Good,31.48229941,High,Less than 5,High school,None or 1
1161,Good,41.4868105,High,Less than 5,College,None or 1
1162,Good,34.75878729,High,5 or more,High school,More than 2
1163,Good,42.95845708,High,5 or more,High school,More than 2
1164,Good,31.63104194,Medium,Less than 5,High school,None or 1
1165,Good,39.02148282,Medium,Less than 5,High school,None or 1
1166,Good,51.11045214,Medium,Less than 5,High school,None or 1
1167,Good,35.59132993,Medium,Less than 5,High school,None or 1
1168,Good,41.78166332,High,Less than 5,College,None or 1
1169,Good,20.89635733,Medium,Less than 5,College,None or 1
1170,Good,31.92312281,Medium,Less than 5,High school,None or 1
1171,Good,45.06243433,High,5 or more,College,More than 2
1172,Good,40.547773,Medium,Less than 5,College,None or 1
1173,Good,57.0569267,Medium,Less than 5,High school,None or 1
1174,Good,48.83157304,Medium,Less than 5,High school,None or 1
1175,Good,37.76602101,High,5 or more,College,More than 2
1176,Good,42.22595466,High,5 or more,College,More than 2
1177,Good,48.76633894,High,5 or more,College,More than 2
1178,Good,40.11393429,High,Less than 5,College,None or 1
1179,Good,33.34809722,High,Less than 5,College,None or 1
1180,Good,23.15685344,Medium,5 or more,High school,More than 2
1181,Good,39.38958742,High,5 or more,College,More than 2
1182,Good,33.75574481,Medium,Less than 5,College,None or 1
1183,Good,36.68245003,Medium,Less than 5,College,None or 1
1184,Good,28.29747311,High,Less than 5,College,None or 1
1185,Good,29.0742131,High,5 or more,College,More than 2
1186,Good,47.16384211,High,Less than 5,College,None or 1
1187,Good,27.16953259,Low,Less than 5,High school,None or 1
1188,Good,29.06551633,Medium,5 or more,College,None or 1
1189,Good,49.70614431,High,5 or more,High school,More than 2
1190,Good,40.49816945,High,5 or more,College,More than 2
1191,Good,32.84509682,Medium,Less than 5,College,More than 2
1192,Good,37.08329705,Medium,Less than 5,High school,None or 1
1193,Good,31.66936808,High,Less than 5,High school,None or 1
1194,Good,37.91979234,High,5 or more,College,More than 2
1195,Good,39.54004688,Medium,Less than 5,College,None or 1
1196,Good,40.53488886,Medium,5 or more,College,More than 2
1197,Good,26.48505969,High,Less than 5,High school,More than 2
1198,Good,36.30131077,Medium,5 or more,College,More than 2
1199,Good,40.66486921,High,Less than 5,College,None or 1
1200,Good,50.91772686,High,5 or more,College,More than 2
1201,Good,27.2744144,Medium,Less than 5,College,None or 1
1202,Good,30.20597701,Low,Less than 5,College,None or 1
1203,Good,41.41716141,Medium,Less than 5,High school,None or 1
1204,Good,24.70041926,Medium,Less than 5,High school,None or 1
1205,Good,40.43893278,Low,5 or more,High school,More than 2
1206,Good,32.56729819,Medium,5 or more,High school,More than 2
1207,Good,20.54973413,Medium,Less than 5,High school,None or 1
1208,Good,28.79159985,High,5 or more,College,More than 2
1209,Good,35.98037799,High,Less than 5,College,None or 1
1210,Good,27.97078829,High,Less than 5,High school,None or 1
1211,Good,28.13022066,High,5 or more,College,More than 2
1212,Good,37.33917414,High,5 or more,College,More than 2
1213,Good,34.82027245,High,5 or more,High school,More than 2
1214,Good,42.8660774,Medium,5 or more,High school,More than 2
1215,Good,38.35614359,Medium,5 or more,College,More than 2
1216,Good,41.74403848,High,Less than 5,College,None or 1
1217,Good,28.09791262,Medium,Less than 5,College,None or 1
1218,Good,36.23149041,High,5 or more,College,More than 2
1219,Good,33.23962875,High,5 or more,High school,None or 1
1220,Good,33.44339212,Medium,5 or more,High school,More than 2
1221,Good,27.78698451,High,Less than 5,College,None or 1
1222,Good,27.90201951,Medium,5 or more,College,More than 2
1223,Good,38.41256253,Medium,Less than 5,High school,None or 1
1224,Good,31.14505885,High,5 or more,High school,More than 2
1225,Good,53.14445775,High,5 or more,College,More than 2
1226,Good,33.93907125,High,Less than 5,College,None or 1
1227,Good,44.77468085,Medium,Less than 5,College,None or 1
1228,Good,29.92242681,High,5 or more,High school,None or 1
1229,Good,20.61493392,High,5 or more,College,More than 2
1230,Good,29.29771437,High,Less than 5,High school,None or 1
1231,Good,39.48234829,High,Less than 5,College,None or 1
1232,Good,39.06784017,Medium,Less than 5,High school,None or 1
1233,Good,48.65118549,High,Less than 5,College,None or 1
1234,Good,41.6387145,Medium,Less than 5,High school,None or 1
1235,Good,31.96049508,Medium,Less than 5,College,None or 1
1236,Good,42.34837429,High,Less than 5,College,None or 1
1237,Good,47.83323489,High,Less than 5,High school,None or 1
1238,Good,34.16673648,High,5 or more,High school,More than 2
1239,Good,42.34199382,Medium,Less than 5,College,None or 1
1240,Good,26.37166864,High,Less than 5,High school,None or 1
1241,Good,30.95767127,High,Less than 5,High school,None or 1
1242,Good,33.52156254,High,5 or more,High school,More than 2
1243,Good,28.27730948,High,Less than 5,High school,None or 1
1244,Good,35.76018332,Medium,Less than 5,College,None or 1
1245,Good,52.59117498,High,5 or more,High school,None or 1
1246,Good,43.01539786,Medium,Less than 5,College,None or 1
1247,Good,38.58413948,High,5 or more,High school,More than 2
1248,Good,29.34221831,Medium,Less than 5,College,None or 1
1249,Good,46.65286188,High,Less than 5,High school,None or 1
1250,Good,31.58844201,Low,5 or more,High school,None or 1
1251,Good,26.14520449,Low,Less than 5,College,None or 1
1252,Good,46.21329822,High,5 or more,High school,More than 2
1253,Good,40.59298711,Medium,5 or more,College,More than 2
1254,Good,45.87542041,High,5 or more,College,More than 2
1255,Good,26.19959215,High,5 or more,High school,More than 2
1256,Good,57.42851971,High,5 or more,High school,More than 2
1257,Good,52.36125226,Medium,Less than 5,College,None or 1
1258,Good,43.44749641,Low,5 or more,College,More than 2
1259,Good,46.33436587,High,Less than 5,College,None or 1
1260,Good,22.92020673,High,Less than 5,High school,None or 1
1261,Good,24.47556367,High,Less than 5,College,None or 1
1262,Good,24.79491754,High,Less than 5,High school,None or 1
1263,Good,35.13289652,Medium,Less than 5,High school,None or 1
1264,Good,40.71652324,Low,5 or more,College,More than 2
1265,Good,44.19593542,High,Less than 5,High school,None or 1
1266,Good,41.17779614,Medium,5 or more,High school,More than 2
1267,Good,34.1228468,High,Less than 5,High school,More than 2
1268,Good,44.76774558,Low,Less than 5,High school,None or 1
1269,Good,35.84598811,High,5 or more,High school,More than 2
1270,Good,20.13398566,Medium,Less than 5,College,None or 1
1271,Good,42.74417321,High,5 or more,High school,More than 2
1272,Good,29.78492958,Medium,5 or more,College,More than 2
1273,Good,21.29249606,Low,Less than 5,College,None or 1
1274,Good,47.05430272,Medium,Less than 5,High school,None or 1
1275,Good,27.92839461,Medium,Less than 5,College,More than 2
1276,Good,46.18750315,Low,Less than 5,High school,None or 1
1277,Good,43.03480642,High,Less than 5,College,None or 1
1278,Good,33.44886941,Medium,5 or more,High school,More than 2
1279,Good,24.84524044,High,Less than 5,High school,None or 1
1280,Good,32.65788182,High,5 or more,High school,More than 2
1281,Good,34.91224274,Medium,Less than 5,High school,More than 2
1282,Good,51.0480943,High,5 or more,High school,More than 2
1283,Good,35.25789782,High,5 or more,College,More than 2
1284,Good,24.24107941,Medium,Less than 5,High school,More than 2
1285,Good,47.08014173,High,5 or more,College,More than 2
1286,Good,29.0903195,High,5 or more,High school,More than 2
1287,Good,39.38548241,High,5 or more,High school,More than 2
1288,Good,37.41040563,High,5 or more,High school,None or 1
1289,Good,25.70549634,Medium,Less than 5,High school,None or 1
1290,Good,39.00830487,Low,Less than 5,High school,None or 1
1291,Good,39.97792714,High,5 or more,High school,More than 2
1292,Good,33.11213024,Medium,Less than 5,High school,More than 2
1293,Good,43.86386072,High,Less than 5,College,None or 1
1294,Good,46.28574235,Medium,5 or more,High school,None or 1
1295,Good,47.28159723,High,5 or more,College,More than 2
1296,Good,48.29542894,High,5 or more,High school,More than 2
1297,Good,31.93909991,Medium,Less than 5,College,More than 2
1298,Good,31.92112678,High,Less than 5,College,More than 2
1299,Good,39.35473245,High,5 or more,College,More than 2
1300,Good,44.48817333,High,Less than 5,High school,None or 1
1301,Good,29.87686228,Medium,Less than 5,College,None or 1
1302,Good,34.82008131,Medium,Less than 5,High school,None or 1
1303,Good,33.84385664,High,5 or more,High school,More than 2
1304,Good,40.83457716,Medium,Less than 5,College,None or 1
1305,Good,36.81187484,High,5 or more,High school,More than 2
1306,Good,33.71230643,Medium,5 or more,College,None or 1
1307,Good,28.72227851,Medium,Less than 5,College,More than 2
1308,Good,44.64972023,High,5 or more,College,More than 2
1309,Good,26.77183987,High,5 or more,High school,More than 2
1310,Good,49.21357523,High,5 or more,College,More than 2
1311,Good,32.59119182,Medium,Less than 5,College,More than 2
1312,Good,32.8349274,High,Less than 5,High school,None or 1
1313,Good,24.13162621,Medium,5 or more,High school,More than 2
1314,Good,39.41157774,High,5 or more,High school,More than 2
1315,Good,49.06772274,High,5 or more,College,More than 2
1316,Good,44.88224328,Medium,5 or more,College,More than 2
1317,Good,44.87677628,Medium,Less than 5,College,None or 1
1318,Good,49.35248365,Medium,5 or more,High school,More than 2
1319,Good,31.15802848,Medium,Less than 5,College,None or 1
1320,Good,30.68701892,Medium,5 or more,High school,None or 1
1321,Good,45.52199587,High,5 or more,High school,More than 2
1322,Good,42.08731754,Low,Less than 5,High school,None or 1
1323,Good,30.4647019,High,5 or more,College,More than 2
1324,Good,40.27620068,Medium,5 or more,College,More than 2
1325,Good,27.8797884,Medium,Less than 5,High school,None or 1
1326,Good,48.68789565,High,5 or more,High school,More than 2
1327,Good,36.11062817,High,5 or more,High school,None or 1
1328,Good,40.96344429,Medium,Less than 5,College,None or 1
1329,Good,36.02300605,Medium,5 or more,College,More than 2
1330,Good,47.7916561,High,Less than 5,College,None or 1
1331,Good,48.77672755,Medium,5 or more,College,More than 2
1332,Good,47.77602254,Medium,5 or more,College,More than 2
1333,Good,47.275069,Medium,Less than 5,College,None or 1
1334,Good,40.78391674,High,5 or more,High school,None or 1
1335,Good,48.6315099,High,5 or more,College,More than 2
1336,Good,23.9013577,Medium,5 or more,High school,More than 2
1337,Good,30.90767073,High,Less than 5,College,None or 1
1338,Good,40.66003581,High,Less than 5,College,None or 1
1339,Good,44.89865188,Medium,5 or more,High school,More than 2
1340,Good,45.02415186,Medium,Less than 5,High school,More than 2
1341,Good,35.9978576,Medium,5 or more,College,More than 2
1342,Good,29.90714964,Low,Less than 5,College,None or 1
1343,Good,47.76328953,High,5 or more,High school,More than 2
1344,Good,28.19033131,High,Less than 5,High school,None or 1
1345,Good,34.37649703,Medium,5 or more,High school,More than 2
1346,Good,38.24488459,High,5 or more,High school,None or 1
1347,Good,35.78167463,Medium,Less than 5,College,None or 1
1348,Good,30.882045,Medium,5 or more,High school,More than 2
1349,Good,43.91976683,High,5 or more,High school,More than 2
1350,Good,26.69938027,Medium,Less than 5,College,None or 1
1351,Good,38.90413592,Medium,5 or more,College,More than 2
1352,Good,38.67941467,High,Less than 5,College,More than 2
1353,Good,50.71263165,Medium,5 or more,High school,More than 2
1354,Good,38.73022883,High,Less than 5,College,None or 1
1355,Good,44.24905862,Medium,Less than 5,College,None or 1
1356,Good,22.45567523,High,Less than 5,College,None or 1
1357,Good,31.01905962,High,5 or more,High school,None or 1
1358,Good,31.98798036,High,5 or more,High school,More than 2
1359,Good,28.92439056,High,5 or more,College,More than 2
1360,Good,22.48702936,Low,Less than 5,College,None or 1
1361,Good,24.76419346,Medium,Less than 5,College,None or 1
1362,Good,50.41559453,Medium,Less than 5,High school,None or 1
1363,Good,35.91197905,Medium,5 or more,College,More than 2
1364,Good,49.91548624,Medium,Less than 5,High school,None or 1
1365,Good,44.99373296,High,5 or more,College,More than 2
1366,Good,27.46604609,High,5 or more,College,More than 2
1367,Good,28.08753902,High,Less than 5,College,None or 1
1368,Good,24.96266837,High,5 or more,College,More than 2
1369,Good,48.49038016,High,5 or more,High school,More than 2
1370,Good,43.22459372,High,5 or more,College,More than 2
1371,Good,38.814032,Medium,Less than 5,College,None or 1
1372,Good,35.93171949,High,5 or more,High school,More than 2
1373,Good,40.80809057,High,5 or more,High school,More than 2
1374,Good,37.01808472,High,Less than 5,High school,None or 1
1375,Good,41.49724205,High,Less than 5,College,None or 1
1376,Good,35.46515319,Medium,5 or more,College,None or 1
1377,Good,34.82300382,Medium,Less than 5,College,None or 1
1378,Good,25.10055532,Medium,5 or more,High school,More than 2
1379,Good,44.8428613,High,5 or more,High school,More than 2
1380,Good,24.72528108,High,5 or more,High school,More than 2
1381,Good,45.4129657,High,Less than 5,College,None or 1
1382,Good,38.73956016,High,5 or more,High school,More than 2
1383,Good,25.20844539,Medium,Less than 5,High school,None or 1
1384,Good,33.57954196,High,Less than 5,College,More than 2
1385,Good,43.26421252,Medium,5 or more,College,More than 2
1386,Good,27.31059608,High,5 or more,High school,More than 2
1387,Good,47.96456702,Medium,5 or more,High school,More than 2
1388,Good,38.41512786,High,5 or more,High school,More than 2
1389,Good,30.60518085,High,Less than 5,High school,None or 1
1390,Good,43.92230088,Medium,5 or more,College,More than 2
1391,Good,44.44210507,Medium,5 or more,College,More than 2
1392,Good,38.37491959,Medium,Less than 5,College,None or 1
1393,Good,46.48064883,Low,Less than 5,College,None or 1
1394,Good,38.42550693,High,Less than 5,College,None or 1
1395,Good,35.88809759,Medium,5 or more,College,More than 2
1396,Good,28.17464691,Medium,Less than 5,High school,None or 1
1397,Good,20.85105911,Medium,5 or more,College,More than 2
1398,Good,34.56289998,High,5 or more,High school,More than 2
1399,Good,41.70110224,Low,5 or more,College,None or 1
1400,Good,41.26423011,Medium,5 or more,College,More than 2
1401,Good,47.73102773,Medium,5 or more,College,None or 1
1402,Good,38.31075237,Medium,5 or more,College,More than 2
1403,Good,39.64933491,High,5 or more,High school,More than 2
1404,Good,39.85800487,Medium,5 or more,High school,None or 1
1405,Good,50.04261206,Medium,Less than 5,College,None or 1
1406,Good,32.0978803,Medium,5 or more,College,None or 1
1407,Good,22.8018799,Medium,Less than 5,College,More than 2
1408,Good,42.00167631,High,5 or more,College,More than 2
1409,Good,26.34194366,Medium,5 or more,High school,More than 2
1410,Good,47.54639699,High,5 or more,College,None or 1
1411,Good,40.81425993,Medium,5 or more,High school,More than 2
1412,Good,34.64657475,Medium,5 or more,College,More than 2
1413,Good,43.26028975,Medium,Less than 5,College,None or 1
1414,Good,29.70038828,Medium,Less than 5,College,None or 1
1415,Good,22.31562045,High,5 or more,High school,More than 2
1416,Good,29.77323671,High,5 or more,High school,More than 2
1417,Good,43.86504433,Low,5 or more,College,More than 2
1418,Good,39.23936018,Medium,Less than 5,College,None or 1
1419,Good,28.65139223,Medium,5 or more,High school,More than 2
1420,Good,50.66998505,Medium,5 or more,High school,More than 2
1421,Good,37.67152717,High,Less than 5,College,None or 1
1422,Good,42.42569566,High,Less than 5,College,None or 1
1423,Good,32.79072038,High,Less than 5,College,None or 1
1424,Good,35.44663927,High,Less than 5,High school,None or 1
1425,Good,26.99755004,Low,Less than 5,High school,None or 1
1426,Good,32.9718474,Medium,Less than 5,College,None or 1
1427,Good,31.90238791,High,Less than 5,College,None or 1
1428,Good,45.84171594,High,5 or more,College,More than 2
1429,Good,34.51389944,Medium,5 or more,High school,None or 1
1430,Good,47.58538225,High,Less than 5,High school,None or 1
1431,Good,45.26926213,Medium,5 or more,College,More than 2
1432,Good,26.15533347,Medium,Less than 5,College,None or 1
1433,Good,27.46510714,High,Less than 5,College,None or 1
1434,Good,28.40331021,High,5 or more,High school,More than 2
1435,Good,38.66034586,Medium,5 or more,College,More than 2
1436,Good,30.24313464,High,5 or more,High school,More than 2
1437,Good,35.86132613,High,5 or more,College,More than 2
1438,Good,49.7903455,High,5 or more,High school,More than 2
1439,Good,38.38155772,Medium,Less than 5,High school,None or 1
1440,Good,33.32023627,High,5 or more,College,More than 2
1441,Good,46.62378093,High,5 or more,College,More than 2
1442,Good,32.87538584,High,Less than 5,College,None or 1
1443,Good,47.39385775,High,5 or more,College,More than 2
1444,Good,22.77539714,Low,5 or more,College,More than 2
1445,Good,32.14330051,Low,Less than 5,College,None or 1
1446,Good,35.00552617,Medium,5 or more,High school,More than 2
1447,Good,46.66661125,Low,Less than 5,High school,None or 1
1448,Good,25.6126831,High,5 or more,College,More than 2
1449,Good,31.17420039,Medium,5 or more,College,More than 2
1450,Good,28.4980227,Medium,5 or more,High school,None or 1
1451,Good,34.30379957,Medium,Less than 5,College,None or 1
1452,Good,48.04603668,Medium,5 or more,College,More than 2
1453,Good,33.33086199,High,5 or more,College,More than 2
1454,Good,27.92319914,Medium,5 or more,High school,More than 2
1455,Good,33.2041225,Medium,5 or more,College,More than 2
1456,Good,40.40878577,Medium,Less than 5,College,None or 1
1457,Good,27.78176161,High,Less than 5,High school,None or 1
1458,Good,33.1075117,Medium,Less than 5,High school,More than 2
1459,Good,55.93382544,High,Less than 5,High school,More than 2
1460,Good,27.92282916,Medium,5 or more,High school,More than 2
1461,Good,49.67721338,Medium,5 or more,College,More than 2
1462,Good,27.95526093,Medium,5 or more,High school,More than 2
1463,Good,21.75159839,High,5 or more,High school,More than 2
1464,Good,21.97825192,High,5 or more,College,More than 2
1465,Good,26.82886554,High,Less than 5,High school,None or 1
1466,Good,34.75141045,Medium,Less than 5,High school,None or 1
1467,Good,33.1316899,Medium,5 or more,High school,More than 2
1468,Good,30.90309067,High,5 or more,College,More than 2
1469,Good,46.13521098,High,Less than 5,High school,None or 1
1470,Good,31.28181493,Medium,5 or more,College,More than 2
1471,Good,42.98678074,High,5 or more,College,More than 2
1472,Good,37.02450247,High,Less than 5,College,None or 1
1473,Good,27.26688343,Medium,5 or more,College,None or 1
1474,Good,22.42269087,Low,Less than 5,High school,None or 1
1475,Good,50.37895432,High,5 or more,High school,More than 2
1476,Good,28.69091525,Medium,5 or more,High school,More than 2
1477,Good,21.78741313,High,Less than 5,High school,None or 1
1478,Good,39.00172051,Medium,5 or more,College,More than 2
1479,Good,21.19092791,Medium,5 or more,College,More than 2
1480,Good,25.53380837,High,5 or more,High school,None or 1
1481,Good,33.17944939,High,5 or more,College,More than 2
1482,Good,46.35824744,Medium,Less than 5,College,None or 1
1483,Good,53.70338023,Medium,5 or more,College,More than 2
1484,Good,29.61595547,Medium,5 or more,High school,More than 2
1485,Good,41.6505146,High,5 or more,High school,More than 2
1486,Good,30.88634336,Medium,Less than 5,High school,None or 1
1487,Good,39.27277675,Medium,5 or more,High school,More than 2
1488,Good,20.32676665,High,5 or more,College,More than 2
1489,Good,59.77652295,High,5 or more,College,More than 2
1490,Good,28.9987097,High,Less than 5,High school,None or 1
1491,Good,33.69614892,High,5 or more,High school,More than 2
1492,Good,21.90168167,Medium,5 or more,College,More than 2
1493,Good,53.36706094,High,Less than 5,High school,None or 1
1494,Good,49.46841625,High,Less than 5,College,None or 1
1495,Good,41.86583062,Medium,Less than 5,College,None or 1
1496,Good,35.8604722,Medium,Less than 5,College,None or 1
